# ntypes x n_kvalues = 3 x 4; columns are t0,k0 t0,k1 ... t1,k0, t1,k1, ... 
0.005 0.0155288 0.103754 0.0218161 0.143173 3.74112 3.78887 0.758705 1.22138 0.549284 4.94653 1.62839 4.40649
0.01 0.0155035 0.10363 0.021771 0.142993 3.7381 3.78627 0.758122 1.22035 0.548476 4.94017 1.62642 4.40027
0.02 0.0154101 0.103209 0.0216071 0.142283 3.72624 3.77583 0.755841 1.21635 0.545508 4.9154 1.61868 4.37609
0.04 0.0151535 0.10198 0.021186 0.139579 3.68362 3.73558 0.747281 1.20191 0.535544 4.82413 1.5897 4.28929
0.08 0.0153555 0.098552 0.0215501 0.131445 3.57533 3.61136 0.719042 1.16351 0.50725 4.55574 1.49327 4.05178
0.16 0.0238298 0.0975654 0.0269585 0.121256 3.37608 3.33737 0.670341 1.11392 0.494087 4.14426 1.34066 3.6776
0.32 0.0457471 0.103409 0.0349428 0.140153 3.16843 2.98027 0.65169 1.09332 0.449277 3.70746 1.37012 3.30353
0.64 0.0776922 0.124589 0.044312 0.173801 3.15527 2.85316 0.622999 1.10362 0.384184 3.63615 1.53648 3.07471
1.28 0.124001 0.148903 0.0488334 0.182903 3.16886 2.90315 0.687107 1.10739 0.426293 3.46439 1.47097 3.15663
2.56 0.0996975 0.17032 0.050499 0.17605 2.98861 3.03278 0.671318 1.1294 0.431658 3.31309 1.49872 3.1051
5.12 0.096911 0.144712 0.0451342 0.160013 3.05297 3.17984 0.654262 1.1184 0.426294 3.42341 1.51756 3.1975
10.24 0.11011 0.133045 0.0378879 0.168546 3.02897 3.11932 0.586351 1.1413 0.426427 3.432 1.69086 3.11857
20.48 0.113174 0.1513 0.0312051 0.162534 2.83021 3.16881 0.551981 1.19164 0.465222 3.44902 1.53348 3.17529
40.96 0.13692 0.156134 0.040577 0.174259 2.94589 3.12294 0.580539 1.18426 0.466066 3.46765 1.67078 3.20827
81.92 0.127784 0.170176 0.0374631 0.156638 2.74325 3.12376 0.564631 1.23935 0.429784 3.29243 1.63133 3.19704
163.84 0.13189 0.15788 0.0464887 0.170016 2.93408 3.05198 0.599841 1.22174 0.462028 3.38987 1.58494 3.21301
327.68 0.126871 0.13942 0.0414768 0.175936 2.83284 3.14607 0.544074 1.17275 0.463754 3.34135 1.56135 3.2436
655.36 0.159688 0.156488 0.0426604 0.167036 2.7523 3.01812 0.559036 1.30537 0.460178 3.43576 1.5986 3.17046
1310.72 0.173454 0.157142 0.0437301 0.169731 2.76555 3.12901 0.541415 1.27887 0.43302 3.32323 1.64494 3.28387
2621.44 0.185459 0.170047 0.0424185 0.173581 2.84669 3.01373 0.561774 1.31016 0.459261 3.24275 1.643 3.15155
5242.88 0.183437 0.165614 0.0393637 0.183139 2.82163 3.1079 0.518902 1.29479 0.482327 3.40812 1.6556 3.23096
10485.8 0.204257 0.156355 0.0449102 0.192705 2.92587 3.04651 0.528997 1.33097 0.495297 3.36817 1.64683 3.12421
20971.5 0.200609 0.1753 0.04301 0.182996 2.91408 3.09908 0.571521 1.30168 0.423019 3.26905 1.64504 3.06563
41943 0.199593 0.189499 0.0530211 0.163736 3.10209 3.158 0.544312 1.32271 0.439325 3.07483 1.56742 3.20848
83886.1 0.228205 0.197253 0.0489717 0.169629 3.38985 3.2724 0.546612 1.31223 0.378752 2.93069 1.68189 3.09456
167772 0.299144 0.246099 0.0411141 0.168691 4.27244 3.40282 0.52375 1.22034 0.362216 2.6202 1.88067 3.04823
335544 0.582815 0.357772 0.053388 0.18989 5.70677 3.26235 0.517444 1.02582 0.338789 2.47469 2.07452 3.02311
